id,airport_ref,airport_ident,length_ft,width_ft,surface
238854,4388,LJPZ,3939,98,Asphalt
238857,4389,LJSG,3950,70,Asphalt
260446,30523,LJVE,2343,60,Concrete
259689,29714,LKBO,2723,59,Unkown
323640,29778,LKCB,3280,91,Grass
330076,29778,LKCB,3280,59,Concrete
315779,29784,LKCH,3935,131,Grass
315780,29784,LKCH,2725,131,Grass
235697,4393,LKCS,8202,262,Concrete
235698,4394,LKCV,7875,197,Concrete
259690,29855,LKER,2821,131,Unkown
259692,29881,LKFR,2625,213,Grass
235699,4395,LKHK,7874,187,Concrete
251508,4395,LKHK,2625,82,Grass
314453,29961,LKHS,2623,79,Asphalt
314451,29961,LKHS,3279,164,Grass
235681,4396,LKHV,3838,100,Asphalt
259695,29993,LKJC,3280,328,Grass
298438,29994,LKJI,3018,525,Grass
235701,4397,LKKB,6562,148,Asphalt
301466,30030,LKKL,2953,459,Grass
259698,30049,LKKM,2526,98,Unkown
259697,30035,LKKO,2953,360,Unkown
259696,30035,LKKO,2789,114,Unkown
235692,4398,LKKU,6562,98,Concrete
235687,4399,LKKV,7054,98,Asphalt
330450,4399,LKKV,2624,59,Grass
259699,30076,LKLB,3445,164,Unkown
235680,4400,LKLN,4757,197,Concrete
315777,30074,LKLT,2820,75,Grass
315778,30074,LKLT,2625,82,Grass
259703,30145,LKMB,2543,328,Grass
259704,30145,LKMB,2953,328,Grass
235684,4401,LKMH,5094,98,Concrete
315781,30137,LKMI,3279,75,Grass
315782,30165,LKMO,3705,98,Grass
315783,30165,LKMO,3705,229,Grass
259700,30118,LKMR,2608,164,Unkown
235686,4402,LKMT,11484,207,Concrete
235700,4403,LKNA,7874,148,Concrete
259706,30194,LKNM,3051,98,Grass
259705,30194,LKNM,2953,98,Grass
330471,30212,LKOL,2493,98,Grass
330472,30212,LKOL,2493,98,Grass
330470,30212,LKOL,1378,131,Asphalt
259707,30276,LKPA,4921,114,Unkown
235703,4404,LKPC,8218,95,Asphalt
235696,4405,LKPD,8203,246,Concrete
259708,30296,LKPJ,3281,196,Grass
316443,316441,LKPK,1969,49,Concrete
235682,4406,LKPM,4527,98,Asphalt
307300,30274,LKPN,2395,328,Grass
307301,30274,LKPN,2100,302,Grass
235702,4407,LKPO,8123,197,Concrete
235689,4408,LKPR,6955,197,Asphalt
235690,4408,LKPR,12189,148,Concrete
235691,4408,LKPR,10663,148,Concrete
259710,30319,LKRA,2788,229,Unkown
259709,30318,LKRK,3068,295,Unkown
259713,30437,LKSB,2887,98,Unkown
259712,30420,LKSK,2881,656,Unkown
330479,30421,LKSN,2493,75,Grass
330480,30421,LKSN,2493,131,Grass
307344,30443,LKSR,2952,75,Grass
311178,30398,LKSZ,2760,100,Grass
271038,30398,LKSZ,4314,394,Grass
259714,30458,LKTA,3609,426,Unkown
259715,30458,LKTA,2789,328,Unkown
235695,4409,LKTB,8694,197,Concrete
315841,30487,LKTC,2854,98,Grass
259716,30461,LKTD,3609,75,Unkown
259717,30490,LKTO,4232,328,Unkown
259719,30512,LKUO,2910,328,Unkown
235688,4410,LKVO,8203,148,Asphalt
330474,4410,LKVO,5905,164,Grass
259720,30580,LKZD,3675,131,Unkown
259721,30584,LKZN,2822,59,Unkown
267866,21569,LL01,30,30,Concrete
236957,3277,LL1A,6204,98,Asphalt
236970,3278,LL1B,4593,45,Asphalt
267871,21586,LL29,40,40,Concrete
267872,21589,LL35,50,50,Concrete
267874,21591,LL37,42,42,Concrete
245259,21594,LL40,4203,50,Asphalt
267875,21595,LL42,56,56,Concrete
267876,21600,LL47,40,40,Concrete
236937,3279,LL59,7884,98,Asphalt
236938,3279,LL59,2636,100,Asphalt
236956,3280,LL60,4905,95,Asphalt
267878,21621,LL83,100,40,Concrete
267879,21621,LL83,40,40,Concrete
267880,21622,LL84,40,40,Concrete
267881,21622,LL84,40,40,Concrete
267882,21629,LL95,75,75,Concrete
236953,4411,LLBG,9094,148,Asphalt
236954,4411,LLBG,13327,148,Asphalt
236955,4411,LLBG,10209,148,Asphalt
316590,316589,LLBO,2625,59,Asphalt
236939,4412,LLBS,3384,69,Asphalt
236964,4413,LLEK,7830,150,Asphalt
236963,4413,LLEK,7835,150,Asphalt
236965,4413,LLEK,7880,150,Asphalt
236968,4415,LLET,6234,89,Asphalt
236966,4416,LLEY,3943,60,Asphalt
236951,4417,LLHA,4324,98,Asphalt
256709,31830,LLHB,7948,131,Asphalt
256710,31830,LLHB,9657,112,Asphalt
256711,31830,LLHB,5800,75,Asphalt
236941,4418,LLHS,7905,150,Asphalt
236943,4418,LLHS,8005,115,Asphalt
236942,4418,LLHS,8040,150,Asphalt
271020,29947,LLHZ,2963,59,Asphalt
236935,4419,LLIB,3190,100,Asphalt
236936,4419,LLIB,3655,100,Asphalt
236967,4420,LLMG,7800,70,Asphalt
236962,4421,LLMZ,3937,98,Asphalt
236958,4422,LLNV,10991,147,Asphalt
236960,4422,LLNV,8530,147,Asphalt
236959,4422,LLNV,8395,70,Asphalt
236961,4422,LLNV,2806,70,Asphalt
236950,4423,LLOV,8530,148,Asphalt
236949,4423,LLOV,9843,148,Asphalt
236944,4424,LLRD,8550,145,Asphalt
236945,4424,LLRD,7975,115,Asphalt
236946,4424,LLRD,7895,150,Asphalt
236948,4425,LLRM,8858,148,Asphalt
236947,4425,LLRM,9876,148,Asphalt
236952,4426,LLSD,5712,98,Asphalt
316594,316592,LLTN,2224,32,Asphalt
316588,316586,LLYO,3346,52,Asphalt
237627,4427,LMML,7799,148,Asphalt
237628,4427,LMML,11627,197,Asphalt
253062,29444,LOAA,1693,82,Grass
320977,29445,LOAB,2837,59,Concrete
250736,29445,LOAB,1935,98,Grass
249982,29446,LOAD,1644,82,Grass
246300,28135,LOAG,2965,59,Asphalt
233579,4428,LOAN,3500,75,Asphalt
250737,29447,LOAS,2297,82,Grass
247721,29448,LOAU,2625,59,Asphalt
257428,28136,LOAV,3018,98,Grass
257429,28136,LOAV,3116,75,Asphalt
317148,28136,LOAV,2133,82,Grass
252289,29449,LOGF,2297,59,Asphalt
252288,29449,LOGF,820,98,Grass
255238,28133,LOGG,2690,59,Asphalt
252290,29450,LOGI,2575,59,Asphalt
249983,29451,LOGK,1969,98,Grass
247007,29452,LOGL,2297,98,Grass
247008,29453,LOGM,1640,59,Asphalt
253799,29454,LOGO,2395,98,Asphalt
250738,29455,LOGP,2067,98,Grass
253800,29456,LOGT,2050,98,Grass
250739,29457,LOGW,1444,98,Grass
251509,29458,LOIH,2067,59,Asphalt
247722,29459,LOIJ,2461,59,Asphalt
256696,29460,LOIK,2625,98,Grass
249984,29461,LOIR,2228,60,Asphalt
257430,29462,LOKF,2296,98,Grass
255974,29463,LOKG,2028,82,Grass
246301,29464,LOKH,2320,98,Grass
254528,29465,LOKL,2034,59,Asphalt
247009,29466,LOKM,1312,82,Grass
255239,29467,LOKN,2329,82,Grass
320979,315902,LOKR,1312,82,Grass
254529,29468,LOKW,2427,98,Grass
255240,29469,LOLC,1942,98,Grass
250740,29470,LOLE,1394,98,Grass
248460,29471,LOLF,1312,82,Grass
251510,29472,LOLG,1575,82,Asphalt
251511,29473,LOLH,1476,82,Grass
254530,28140,LOLK,2437,59,Asphalt
247723,29474,LOLM,1526,98,Grass
253063,29475,LOLO,3084,98,Grass
255975,29476,LOLS,2625,75,Asphalt
246302,28134,LOLT,2723,82,Grass
251512,29477,LOLU,1804,59,Asphalt
233588,4429,LOLW,4560,98,Asphalt
313923,313922,LOM,6958,100,Asphalt
246303,29478,LOSM,2690,82,Grass
233574,4430,LOWG,9842,148,Asphalt
233580,4431,LOWI,6562,148,Asphalt
233585,4435,LOWK,8924,148,Concrete
233586,4432,LOWL,9843,197,Asphalt
233581,4433,LOWS,9022,148,Concrete
233577,4434,LOWW,11483,148,Asphalt
233578,4434,LOWW,11811,148,Asphalt
255242,28138,LOWZ,2559,59,Asphalt
255241,28138,LOWZ,984,164,Grass
320974,29480,LOXA,3034,131,Grass
320981,29483,LOXN,5314,147,Grass
320980,29484,LOXT,4593,196,Asphalt
233582,4436,LOXZ,9022,197,Asphalt
238315,5498,LP77,4085,98,Asphalt
238347,4437,LPAR,9810,148,Asphalt
238350,4438,LPAV,4593,164,Asphalt
238334,4439,LPAZ,334,148,Asphalt
238335,4439,LPAZ,1004,148,Asphalt
238336,4439,LPAZ,10000,197,Concrete
238346,4440,LPBG,5600,98,Asphalt
238339,4441,LPBJ,11319,197,Concrete
238338,4441,LPBJ,9682,98,Concrete
238321,4442,LPBR,3117,82,Asphalt
260216,29486,LPCH,2812,75,Asphalt
238324,4443,LPCO,3018,98,Concrete
238351,4444,LPCS,3969,98,Asphalt
238343,4445,LPCV,3150,75,Asphalt
238317,4446,LPEV,4265,75,Asphalt
238318,4446,LPEV,2100,98,Gravel
238316,4447,LPFL,4593,98,Asphalt
238348,4448,LPFR,8169,148,Asphalt
238323,4449,LPGR,4529,98,Concrete
323771,323770,LPHB,66,66,Concrete
238319,4450,LPHR,5233,148,Asphalt
238314,4451,LPLA,10870,197,Asphalt
238328,4452,LPMA,9110,148,Asphalt
314011,29489,LPMI,2460,98,Asphalt
238330,4453,LPMR,9816,148,Concrete
238341,4454,LPMT,7044,148,Asphalt
238342,4454,LPMT,8005,148,Concrete
260217,30147,LPMU,2625,72,Asphalt
238337,4455,LPOV,8005,148,Concrete
238329,4456,LPPD,8192,148,Asphalt
238331,4457,LPPI,5725,148,Asphalt
238320,4458,LPPM,2822,89,Asphalt
238322,4459,LPPR,11417,148,Asphalt
238332,4460,LPPS,9861,148,Concrete
238344,4461,LPPT,12484,148,Asphalt
238345,4461,LPPT,7874,148,Asphalt
238333,4462,LPSJ,4633,148,Asphalt
238327,4463,LPST,5906,131,Asphalt
238325,4464,LPTN,7530,148,Asphalt
238326,4464,LPTN,3937,74,Asphalt
271018,29493,LPVL,5606,98,Asphalt
238349,4465,LPVR,3107,98,Asphalt
238340,4466,LPVZ,4035,98,Asphalt
298537,29705,LQBI,3600,250,Grass
233685,4467,LQBK,8213,148,Asphalt
270882,30500,LQJL,3940,295,Grass
233688,4468,LQMO,7874,158,Asphalt
233686,4469,LQSA,8666,150,Asphalt
233687,4470,LQTZ,8152,148,Asphalt
307039,30536,LQVI,2362,98,Grass
238389,5667,LR79,8202,262,Concrete
238390,5668,LR80,8202,262,Concrete
238391,5669,LR81,8202,262,Concrete
238392,5670,LR82,8202,262,Concrete
238401,4471,LRAR,6562,148,Concrete
238398,4472,LRBC,8203,262,Concrete
238408,4473,LRBM,7054,148,Asphalt
238399,4474,LRBS,10499,148,Concrete
335124,315901,LRCD,1970,60,Grass
238409,4475,LRCK,11483,148,Concrete
238395,4476,LRCL,6693,148,Concrete
238397,4477,LRCS,6562,148,Concrete
238388,4478,LRCT,8202,164,Concrete
238406,4479,LRCV,8203,148,Concrete
238410,4480,LRIA,7874,98,Concrete
238396,4481,LROD,5906,98,Concrete
238404,4482,LROP,11484,148,Asphalt
238403,4482,LROP,11484,148,Asphalt
238394,4483,LRSB,6562,98,Concrete
238407,4484,LRSM,8160,148,Concrete
238393,4485,LRSV,8070,98,Concrete
238405,4486,LRTC,6517,98,Concrete
238400,4487,LRTM,6562,98,Concrete
238402,4488,LRTR,11483,148,Concrete
267887,21635,LS01,35,35,Concrete
267888,21635,LS01,35,35,Concrete
267889,21635,LS01,35,35,Concrete
267890,21636,LS02,75,75,Concrete
267891,21640,LS06,40,40,Concrete
267894,21646,LS12,24,24,Concrete
267895,21647,LS13,45,45,Concrete
267896,21649,LS15,24,24,Concrete
267897,21651,LS17,30,30,Concrete
267899,21656,LS22,40,40,Concrete
267900,21657,LS23,40,40,Concrete
267901,21658,LS24,66,48,Concrete
267902,21661,LS27,60,60,Concrete
267903,21662,LS28,24,24,Concrete
267904,21663,LS29,40,40,Concrete
267905,21664,LS30,65,65,Concrete
267906,21665,LS31,46,46,Concrete
267907,21670,LS37,40,40,Concrete
267908,21675,LS42,60,60,Concrete
267909,21678,LS45,50,50,Concrete
267910,21680,LS47,30,30,Concrete
267911,21681,LS48,40,40,Concrete
267912,21684,LS51,40,40,Concrete
267913,21685,LS52,50,50,Concrete
267914,21686,LS53,50,50,Concrete
267916,21689,LS56,25,25,Concrete
267917,21690,LS57,36,27,Concrete
267918,21691,LS58,40,40,Concrete
267920,21695,LS62,50,50,Concrete
267921,21697,LS64,30,30,Concrete
267922,21699,LS66,55,40,Concrete
267923,21700,LS67,40,40,Concrete
267924,21703,LS71,25,25,Gravel
267925,21705,LS73,25,25,Concrete
267927,21707,LS75,50,50,Concrete
267928,21707,LS75,50,50,Concrete
267929,21707,LS75,50,50,Concrete
267930,21710,LS78,70,70,Concrete
267931,21711,LS79,40,40,Concrete
267932,21712,LS80,50,50,Concrete
267933,21713,LS81,25,25,Concrete
267934,21715,LS84,75,75,Gravel
267936,21724,LS94,40,40,Concrete
267938,21726,LS96,50,50,Concrete
267940,21728,LS98,50,50,Concrete
256697,29494,LSGB,2297,98,Grass
239133,4489,LSGC,3707,89,Asphalt
239116,4490,LSGG,12795,164,Concrete
239109,4491,LSGK,4593,131,Asphalt
250741,29496,LSGL,2871,75,Concrete
250742,29497,LSGN,2295,66,Concrete
254531,29498,LSGP,1837,98,Grass
239112,4492,LSGS,6562,131,Asphalt
249234,29499,LSGT,2661,98,Grass
263458,29500,LSGY,2379,66,Grass
239115,4493,LSMA,4920,130,Asphalt
239126,4494,LSMD,7726,130,Asphalt
239118,4495,LSME,8208,130,Asphalt
239119,4496,LSMF,4920,130,Asphalt
239129,4497,LSMM,6571,130,Asphalt
239105,4498,LSMP,9376,130,Asphalt
254532,29660,LSPA,2559,98,Grass
251514,29505,LSPD,2300,100,Grass
253064,29506,LSPF,1772,98,Grass
253065,29508,LSPH,2280,98,Grass
249985,29509,LSPK,1247,66,Grass
250743,29510,LSPL,1919,59,Concrete
335710,29510,LSPL,1099,66,Grass
239104,4500,LSPM,6529,131,Concrete
249773,21731,LSR,3650,100,Gravel
251515,29692,LSTB,1608,164,Grass
253066,29515,LSTO,1857,98,Grass
249986,29516,LSTR,2001,131,Grass
239114,4501,LSTS,6726,131,Asphalt
342819,30588,LSTZ,1594,130,Asphalt
333636,324130,LSXG,82,82,Concrete
239108,4502,LSZA,4429,98,Asphalt
239123,4503,LSZB,5676,98,Asphalt
239107,46492,LSZC,6561,130,Asphalt
239106,46492,LSZC,2771,130,Asphalt
302425,29519,LSZF,2264,65,Asphalt
256699,29519,LSZF,2264,66,Grass
239130,4504,LSZG,3281,75,Asphalt
239120,4505,LSZH,8202,197,Concrete
239121,4505,LSZH,10827,197,Concrete
239122,4505,LSZH,12139,197,Concrete
252291,29520,LSZI,1739,98,Grass
246304,29521,LSZJ,1640,98,Grass
254533,29522,LSZK,1969,59,Grass
249235,29523,LSZL,2297,98,Grass
331684,29523,LSZL,2297,98,Grass
257431,29524,LSZN,2297,98,Grass
255244,29525,LSZO,1673,98,Grass
255245,29525,LSZO,1591,98,Grass
256700,29526,LSZP,1870,98,Grass
300137,300136,LSZQ,2625,59,Asphalt
239111,4506,LSZR,2657,65,Grass
239128,4507,LSZS,5905,130,Asphalt
255976,29527,LSZT,2018,66,Grass
250745,29528,LSZU,2215,98,Grass
253803,29529,LSZV,1509,66,Grass
255977,29530,LSZW,2625,98,Grass
255978,29531,LSZX,1706,49,Concrete
250746,29532,LSZY,2008,98,Grass
239284,6408,LT86,3915,100,Concrete
239245,4508,LTAB,6608,98,Asphalt
239246,4508,LTAB,2854,98,Asphalt
239304,4509,LTAC,12303,148,Asphalt
239303,4509,LTAC,12303,197,Asphalt
239295,4510,LTAD,9045,138,Asphalt
239294,4510,LTAD,4951,148,Asphalt
239271,4511,LTAE,10991,148,Asphalt
239257,4512,LTAF,9022,148,Asphalt
239278,4513,LTAG,10000,148,Concrete
239297,4514,LTAH,12008,148,Concrete
239296,4514,LTAH,9843,148,Concrete
239268,4515,LTAI,11155,148,Concrete
239270,4515,LTAI,11155,148,Concrete
239269,4515,LTAI,9811,148,Concrete
239291,4516,LTAJ,9843,157,Concrete
239290,4516,LTAJ,9842,100,Concrete
239311,4517,LTAK,3806,98,Asphalt
329243,30013,LTAL,7382,148,Asphalt
271072,4518,LTAN,10984,148,Asphalt
239256,4518,LTAN,10984,148,Concrete
239249,4519,LTAO,7874,135,Asphalt
239305,4520,LTAP,9600,148,Asphalt
239288,4521,LTAR,12503,98,Concrete
239309,4522,LTAT,10990,148,Asphalt
239286,4523,LTAU,9841,145,Concrete
239287,4524,LTAV,11156,98,Asphalt
239277,4525,LTAW,5298,98,Asphalt
239258,4526,LTAY,9842,148,Asphalt
239293,4527,LTAZ,9842,148,Concrete
239260,4528,LTBA,8530,197,Asphalt
239262,4528,LTBA,9843,148,Concrete
239261,4528,LTBA,9843,148,Concrete
329242,29675,LTBD,4708,98,Concrete
239250,4529,LTBF,9810,144,Asphalt
239267,4530,LTBG,9865,147,Asphalt
239266,4531,LTBH,7710,148,Concrete
239242,4532,LTBI,10006,150,Asphalt
239308,4533,LTBJ,10630,147,Asphalt
239307,4533,LTBJ,10630,147,Concrete
239252,4534,LTBK,4453,131,Asphalt
239275,4535,LTBL,9821,147,Asphalt
239254,4536,LTBM,3283,95,Asphalt
239263,4537,LTBN,4950,132,Asphalt
239237,4538,LTBO,8385,98,Concrete
239273,4539,LTBP,4603,130,Asphalt
239274,4539,LTBP,4425,130,Asphalt
239306,4540,LTBQ,9842,98,Asphalt
239248,4541,LTBR,9818,148,Concrete
239247,4541,LTBR,9818,98,Concrete
239285,4542,LTBS,9842,148,Concrete
239265,4543,LTBT,9815,148,Concrete
239264,4543,LTBT,9815,98,Concrete
239302,4544,LTBU,9844,148,Concrete
239312,4545,LTBV,5151,98,Asphalt
298946,29981,LTBW,2230,91,Asphalt
239281,4546,LTBX,2506,50,Concrete
239282,4546,LTBX,4528,98,Concrete
239301,4547,LTBY,8261,98,Asphalt
239292,4548,LTCA,9842,148,Concrete
239251,4549,LTCC,11644,148,Concrete
239243,4550,LTCD,9842,148,Concrete
239244,4550,LTCD,5800,137,Concrete
239298,4551,LTCE,3051,49,Asphalt
239300,4551,LTCE,12499,148,Concrete
239299,4551,LTCE,12500,98,Concrete
239276,4552,LTCF,11483,148,Concrete
239255,4553,LTCG,8661,148,Asphalt
239259,4554,LTCH,7103,98,Asphalt
239310,4555,LTCI,9022,148,Asphalt
239272,4556,LTCJ,10000,150,Asphalt
239279,4557,LTCK,11649,148,Asphalt
239280,4558,LTCL,5905,98,Concrete
239241,4559,LTCN,7546,98,Asphalt
239234,4560,LTCO,9843,148,Asphalt
239236,4561,LTCP,8212,98,Concrete
239240,4562,LTCR,8204,118,Concrete
327534,316546,LTCV,9843,148,Concrete
327536,317863,LTCW,10499,148,Concrete
269393,44484,LTDA,9843,148,Concrete
239289,4563,LTFA,9844,148,Asphalt
239253,4564,LTFB,5709,98,Concrete
239232,4565,LTFC,9843,148,Concrete
239235,4566,LTFD,9842,147,Concrete
239233,4567,LTFE,9842,148,Concrete
336567,4567,LTFE,8203,148,Concrete
239238,4568,LTFH,9843,148,Concrete
239239,4569,LTFJ,9843,148,Concrete
329986,317457,LTFM,12303,147,Asphalt
329985,317457,LTFM,12303,196,Asphalt
329988,317457,LTFM,13451,196,Asphalt
329987,317457,LTFM,13451,147,Asphalt
336568,317457,LTFM,10039,148,Concrete
328710,44487,LTGP,7710,148,Concrete
237543,4570,LUBL,7245,140,Concrete
237542,4630,LUBM,8235,129,Concrete
237544,4571,LUKK,11779,145,Concrete
237569,4670,LW68,1000,70,Concrete
237570,4671,LW69,994,64,Concrete
237571,4672,LW70,980,80,Concrete
237572,4673,LW71,997,71,Concrete
237573,4674,LW72,980,66,Concrete
237574,4675,LW73,980,68,Concrete
237575,4676,LW74,1000,60,Concrete
267942,21733,LWD,2900,60,Concrete
237565,4572,LWOH,8366,140,Asphalt
237566,4573,LWSK,9678,148,Asphalt
236097,4574,LXGB,6000,150,Asphalt
246226,1648,LY87,7165,98,Asphalt
246231,1649,LY88,10130,148,Asphalt
246234,1650,LY89,3562,98,Asphalt
246233,4610,LYBE,11155,148,Asphalt
301360,301358,LYBJ,3281,164,Grass
246230,4611,LYBT,8181,148,Asphalt
246229,4611,LYBT,7999,148,Asphalt
246241,1651,LYDK,5904,98,Asphalt
301370,301369,LYKI,2953,166,Grass
246232,4612,LYNI,8202,148,Asphalt
246239,4613,LYPG,7145,50,Asphalt
246240,4613,LYPG,8202,148,Asphalt
337367,308323,LYSU,3934,328,Grass
246227,4615,LYTV,8208,148,Asphalt
308321,308320,LYVA,4100,150,Grass
246236,4616,LYVR,3280,72,Asphalt
237438,4617,LZIB,9515,197,Concrete
237439,4617,LZIB,10466,148,Concrete
317758,317756,LZJS,1785,49,Asphalt
311262,30044,LZKS,2790,100,Grass
237443,4618,LZKZ,10171,148,Asphalt
237434,4619,LZMC,8158,185,Concrete
315706,314805,LZOC,2543,99,Grass
237442,4620,LZPP,6562,98,Asphalt
260243,30103,LZPT,3609,164,Grass
260244,30103,LZPT,3609,164,Grass
237440,4621,LZSL,7874,187,Concrete
237436,4622,LZTN,6562,98,Concrete
237441,4623,LZTT,8530,148,Concrete
237437,4624,LZZI,3773,98,Concrete
257867,21735,M00,2500,100,Water
257357,21736,M06,8000,200,Water
257358,21736,M06,8000,200,Water
252534,21738,M14,10000,500,Water
252535,21738,M14,6000,500,Water
255065,21741,M35,14000,1000,Water
254427,21743,M47,5500,500,Water
254428,21743,M47,5500,500,Water
254429,21743,M47,6000,500,Water
255719,21744,M49,5000,1800,Water
246836,21745,M57,7000,1000,Water
267943,21747,M62,55,50,Concrete
252179,21748,M69,6000,2000,Water
264057,45427,M97,5500,100,Asphalt
330497,330494,MA01,43,43,Concrete
252971,21754,MA12,3600,200,Water
252972,21754,MA12,1500,200,Water
267948,21759,MA17,100,100,Concrete
267950,21764,MA21,100,75,Concrete
267953,21767,MA24,285,121,Concrete
248393,21768,MA25,5000,1000,Water
248394,21768,MA25,6000,1000,Water
248395,21768,MA25,6000,1000,Water
248130,21769,MA26,400,200,Water
267956,21772,MA29,117,40,Concrete
267957,21774,MA31,60,60,Concrete
252607,21783,MA40,3000,150,Water
252608,21783,MA40,4000,150,Water
252609,21783,MA40,4000,150,Water
267966,21785,MA42,90,90,Concrete
267967,21788,MA45,50,50,Concrete
267968,21789,MA46,15,15,Concrete
267972,21793,MA50,25,25,Concrete
267973,21793,MA50,25,25,Concrete
267976,21799,MA56,40,40,Concrete
267977,21800,MA57,100,75,Concrete
252686,21803,MA6,3200,300,Water
252687,21803,MA6,4600,500,Water
267980,21804,MA60,40,40,Concrete
255787,21808,MA65,4000,500,Water
255788,21808,MA65,5000,500,Water
267982,21810,MA67,90,40,Concrete
267984,21812,MA69,50,50,Concrete
267986,21816,MA73,50,50,Concrete
247806,21817,MA74,2500,400,Water
247572,21821,MA78,2800,400,Water
267988,21822,MA79,50,24,Concrete
267989,21824,MA81,34,34,Concrete
248252,21825,MA82,5000,200,Water
254457,21830,MA87,5000,200,Water
267994,21834,MA91,26,24,Concrete
267995,21834,MA91,26,24,Concrete
267996,21834,MA91,26,24,Concrete
267997,21834,MA91,26,24,Concrete
268003,21841,MA98,50,50,Concrete
268004,21842,MA99,20,20,Concrete
239202,4626,MBGT,6362,151,Asphalt
239205,4627,MBNC,4245,75,Asphalt
239203,4628,MBPV,7598,148,Asphalt
239204,4629,MBSC,5991,98,Asphalt
248007,21846,MD01,4200,500,Water
248009,21846,MD01,3600,300,Water
268005,21847,MD02,45,45,Concrete
268006,21847,MD02,45,45,Concrete
268007,21852,MD07,44,44,Concrete
268008,21853,MD08,55,55,Concrete
268009,21856,MD10,182,122,Concrete
268015,21875,MD29,50,50,Concrete
268016,21876,MD30,30,30,Concrete
268017,21878,MD32,100,100,Concrete
268018,21879,MD33,140,140,Concrete
268019,21880,MD34,22,22,Asphalt
268025,21896,MD51,60,60,Concrete
268026,21897,MD52,20,20,Concrete
268027,21903,MD58,100,100,Concrete
264315,45467,MD65,48,48,Concrete
268031,21915,MD71,32,32,Concrete
268033,21919,MD76,40,40,Concrete
252341,21923,MD80,5000,200,Water
247595,21924,MD81,5000,150,Water
268035,21928,MD86,35,35,Concrete
243933,21935,MD99,4000,60,Asphalt
235488,4631,MDAB,3830,82,Asphalt
235492,4632,MDBH,9843,148,Asphalt
235487,4633,MDCR,4950,98,Asphalt
298532,30673,MDCY,9843,148,Asphalt
259856,29799,MDCZ,6234,75,Unkown
235485,4634,MDJB,5412,100,Asphalt
235483,4635,MDLR,9676,148,Asphalt
314313,4636,MDPC,10171,148,Asphalt
235486,4636,MDPC,10171,148,Asphalt
235491,4637,MDPP,10108,151,Asphalt
235489,4638,MDSD,11000,200,Asphalt
235490,4639,MDSI,7000,200,Asphalt
235484,4640,MDST,8595,148,Asphalt
264115,45446,ME00,1800,40,Asphalt
256335,21937,ME01,10000,1000,Water
