id,airport_ref,airport_ident,length_ft,width_ft,surface
307504,29129,EGEN,1240,98,Grass
239426,2412,EGEO,4146,98,Asphalt
239427,2412,EGEO,2953,98,Asphalt
249976,29130,EGEP,1125,101,Grass
250729,29131,EGER,1348,98,Grass
250730,29131,EGER,1325,59,Grass
307618,29132,EGES,1397,98,Grass
307619,29132,EGES,1266,98,Grass
247707,29133,EGET,5787,59,Asphalt
253046,29134,EGEW,954,59,Grass
253048,29134,EGEW,1381,59,Grass
307368,44409,EGEY,1643,59,Asphalt
239454,2413,EGFA,3031,75,Asphalt
239564,2414,EGFE,5000,148,Asphalt
239565,2414,EGFE,3412,148,Asphalt
239594,2415,EGFF,7723,148,Asphalt
239455,2416,EGFH,4429,151,Concrete
239456,2416,EGFH,2812,151,Asphalt
239538,2417,EGGD,6597,147,Asphalt
239580,2418,EGGP,7497,150,Asphalt
239402,2419,EGGW,7093,150,Asphalt
248452,29137,EGHA,2634,98,Grass
307320,29138,EGHB,1804,59,Grass
254518,29139,EGHC,1981,59,Grass
254519,29139,EGHC,2280,118,Grass
254520,29139,EGHC,1571,59,Grass
254521,29139,EGHC,2598,118,Grass
239554,2420,EGHD,2641,85,Asphalt
239555,2420,EGHD,3809,98,Asphalt
307279,29140,EGHE,1716,59,Asphalt
307278,29140,EGHE,2123,75,Asphalt
307280,29140,EGHE,1312,147,Grass
249230,29142,EGHG,3878,121,Grass
239451,2421,EGHH,7451,151,Asphalt
239581,2422,EGHI,5653,121,Asphalt
247708,29143,EGHJ,6027,75,Concrete
307283,29144,EGHK,1224,147,Grass
239410,2423,EGHL,5896,131,Asphalt
248453,29145,EGHN,2621,131,Grass
252283,29146,EGHO,3179,75,Asphalt
307215,29146,EGHO,2493,101,Grass
253794,29147,EGHP,2999,82,Grass
239480,2404,EGHQ,9006,285,Asphalt
307211,29149,EGHS,2460,85,Asphalt
307282,35157,EGHT,1187,147,Grass
254522,29151,EGHY,1771,59,Grass
236101,2424,EGJA,2887,75,Asphalt
236099,2425,EGJB,5194,148,Asphalt
237244,2426,EGJJ,5597,148,Asphalt
239394,2427,EGKA,3399,59,Asphalt
239496,2428,EGKB,5912,148,Asphalt
239497,2428,EGKB,2598,59,Asphalt
323381,321690,EGKC,1995,59,Asphalt
256693,29154,EGKH,2621,98,Grass
239574,2429,EGKK,8415,148,Asphalt
239573,2429,EGKK,10879,147,Asphalt
307313,29822,EGKL,1640,88,Grass
307309,29155,EGKR,574,98,Grass
246289,29155,EGKR,1241,75,Grass
246290,29155,EGKR,2943,98,Grass
246291,29155,EGKR,2792,82,Grass
255967,29156,EGLA,1574,59,Grass
255968,29156,EGLA,2001,59,Grass
239448,2430,EGLC,4948,98,Concrete
246292,29157,EGLD,2543,60,Asphalt
307369,29157,EGLD,1791,59,Grass
239572,2431,EGLF,8005,148,Asphalt
239486,2432,EGLJ,4229,151,Asphalt
239487,2432,EGLJ,5909,151,Asphalt
239488,2432,EGLJ,4167,151,Asphalt
239407,2433,EGLK,4380,151,Asphalt
239399,2434,EGLL,12799,164,Asphalt
239398,2434,EGLL,12001,148,Asphalt
253795,29160,EGLS,2562,164,Grass
307325,43211,EGLW,114,52,Concrete
249978,29162,EGMA,2309,98,Grass
239473,2435,EGMC,6089,118,Asphalt
239578,2436,EGMD,4938,121,Asphalt
239579,2436,EGMD,2264,115,Asphalt
307749,29163,EGMF,1246,65,Grass
239505,2437,EGMH,9029,200,Asphalt
326332,29164,EGMJ,1410,75,Grass
253049,29164,EGMJ,1870,59,Grass
326331,29164,EGMJ,2132,149,Grass
302212,29966,EGNA,2395,74,Grass
260063,29966,EGNA,2838,81,Grass
239414,2438,EGNB,3458,98,Asphalt
239591,2439,EGNC,2904,75,Asphalt
239593,2439,EGNC,4057,150,Unkown
239569,2440,EGNE,5522,98,Asphalt
239570,2440,EGNE,2662,150,Asphalt
239571,2440,EGNE,2764,150,Asphalt
255230,29165,EGNF,1847,118,Grass
255231,29165,EGNF,1253,59,Grass
307658,29679,EGNG,2329,65,Grass
239532,2441,EGNH,2621,98,Asphalt
239533,2441,EGNH,6132,151,Asphalt
239534,2441,EGNH,3274,75,Asphalt
239602,2442,EGNJ,7205,148,Asphalt
239603,2442,EGNJ,3458,98,Asphalt
239566,2443,EGNL,3438,151,Asphalt
239567,2443,EGNL,1326,151,Asphalt
239568,2443,EGNL,3318,151,Asphalt
239428,2444,EGNM,7381,150,Concrete
239599,2445,EGNO,7946,151,Asphalt
239600,2445,EGNO,4189,98,Asphalt
239422,2446,EGNR,6702,148,Asphalt
236592,2447,EGNS,3934,151,Asphalt
236593,2447,EGNS,5751,151,Asphalt
260436,2447,EGNS,2963,89,Asphalt
239604,2448,EGNT,7642,151,Asphalt
239501,2449,EGNV,7516,148,Asphalt
249231,29167,EGNW,1738,59,Asphalt
249232,29167,EGNW,1630,59,Asphalt
239595,2450,EGNX,9491,148,Asphalt
252284,29168,EGNY,2329,98,Grass
239423,2451,EGOD,4328,151,Asphalt
239424,2451,EGOD,4207,151,Asphalt
239425,2451,EGOD,7500,151,Asphalt
239502,2452,EGOE,3215,150,Asphalt
239503,2452,EGOE,3110,150,Asphalt
239474,3073,EGOQ,5180,150,Asphalt
239469,2453,EGOS,4523,151,Asphalt
239470,2453,EGOS,6018,151,Asphalt
239415,2454,EGOV,5377,151,Asphalt
239416,2454,EGOV,2200,151,Asphalt
239417,2454,EGOV,7513,151,Asphalt
239562,2455,EGOW,5405,150,Asphalt
239563,2455,EGOW,3505,148,Asphalt
239556,2456,EGPA,3881,151,Asphalt
239557,2456,EGPA,4685,151,Asphalt
239558,2456,EGPA,2231,59,Asphalt
239525,2457,EGPB,1804,148,Asphalt
239526,2457,EGPB,4921,151,Asphalt
239527,2457,EGPB,4678,151,Asphalt
239552,2458,EGPC,3399,148,Asphalt
239553,2458,EGPC,5988,148,Asphalt
239521,2459,EGPD,1893,151,Concrete
239522,2459,EGPD,2165,75,Asphalt
239523,2459,EGPD,6407,150,Asphalt
239524,2459,EGPD,853,75,Asphalt
239484,2460,EGPE,6191,151,Asphalt
239485,2460,EGPE,2297,59,Asphalt
239535,2461,EGPF,8743,151,Asphalt
239536,2461,EGPF,3622,151,Asphalt
253050,29171,EGPG,2690,75,Asphalt
239588,2462,EGPH,8386,150,Asphalt
239589,2462,EGPH,2621,150,Asphalt
239590,2462,EGPH,5730,150,Asphalt
239459,2463,EGPI,2083,59,Asphalt
239460,2463,EGPI,5069,151,Asphalt
253051,29172,EGPJ,2296,59,Asphalt
239464,2464,EGPK,6250,147,Asphalt
239597,2465,EGPL,6024,151,Asphalt
239598,2465,EGPL,4003,151,Asphalt
239545,2466,EGPM,4462,102,Asphalt
239463,2467,EGPN,4593,98,Asphalt
239405,2468,EGPO,3281,75,Asphalt
239406,2468,EGPO,7218,151,Asphalt
332961,29174,EGPS,1640,49,Concrete
246293,29175,EGPT,2798,88,Asphalt
246294,29175,EGPT,1998,72,Asphalt
246295,29175,EGPT,2034,118,Grass
239518,2469,EGPU,4600,98,Asphalt
239519,2469,EGPU,2690,62,Asphalt
239520,2469,EGPU,2598,59,Concrete
239409,2470,EGQK,7582,151,Asphalt
239559,2471,EGQL,4803,151,Asphalt
239560,2471,EGQL,8491,150,Asphalt
239452,2472,EGQS,9091,150,Asphalt
239453,2472,EGQS,6066,150,Asphalt
260067,29179,EGSA,2828,59,Unkown
239493,2473,EGSC,6447,151,Asphalt
307884,29181,EGSD,1574,105,Grass
307885,29181,EGSD,1181,98,Grass
239511,2474,EGSF,3238,75,Asphalt
239512,2474,EGSF,2625,141,Asphalt
260366,29182,EGSG,2952,151,Grass
307622,29182,EGSG,2152,151,Grass
239509,2475,EGSH,4154,148,Asphalt
239510,2475,EGSH,6040,148,Asphalt
307881,307882,EGSI,2624,68,Grass
255970,29183,EGSJ,2624,59,Unkown
248454,29187,EGSN,1864,59,Asphalt
248455,29187,EGSN,2077,59,Asphalt
260061,29188,EGSO,2520,89,Grass
253796,29189,EGSP,3067,98,Grass
253797,29189,EGSP,1807,59,Grass
247000,29190,EGSQ,5242,59,Grass
257421,29191,EGSR,3080,98,Grass
307459,29191,EGSR,2552,32,Asphalt
239531,2476,EGSS,10003,151,Asphalt
257422,29192,EGST,2920,85,Grass
239411,2477,EGSU,4931,148,Asphalt
307516,29193,EGSV,1404,59,Grass
249979,29193,EGSV,2096,59,Asphalt
307515,29193,EGSV,1335,75,Grass
239436,2478,EGSX,6332,148,Asphalt
239437,2478,EGSX,3005,148,Asphalt
239397,2479,EGSY,3973,98,Asphalt
307716,29195,EGTA,3280,328,Grass
250734,29196,EGTB,2411,75,Asphalt
312300,29196,EGTB,2001,75,Grass
312301,29196,EGTB,2280,98,Grass
239381,2480,EGTC,5902,151,Asphalt
239382,2480,EGTC,2033,59,Asphalt
301741,29197,EGTD,6168,148,Asphalt
239400,2481,EGTE,6834,151,Asphalt
239401,2481,EGTE,4393,151,Asphalt
247710,29198,EGTF,2667,88,Asphalt
239601,2482,EGTG,8094,299,Concrete
256694,29199,EGTH,1667,60,Unkown
239541,2483,EGTK,4327,75,Asphalt
239544,2483,EGTK,2493,92,Asphalt
248456,29200,EGTO,2713,105,Grass
248457,29200,EGTO,2264,69,Grass
248458,29200,EGTO,3159,115,Grass
239387,2484,EGTP,2054,88,Asphalt
239388,2484,EGTP,3084,59,Asphalt
239389,2484,EGTP,2461,75,Asphalt
247711,29201,EGTR,2135,65,Asphalt
239481,2485,EGTU,3176,150,Asphalt
239482,2485,EGTU,2845,150,Asphalt
239483,2485,EGTU,2113,65,Asphalt
307334,29202,EGTW,2788,82,Grass
307335,29202,EGTW,2575,65,Grass
239490,2486,EGUB,5981,150,Asphalt
239491,2486,EGUB,4782,100,Asphalt
239431,2489,EGUO,3593,150,Asphalt
239432,2489,EGUO,5459,151,Asphalt
239489,2490,EGUW,7953,151,Asphalt
239498,2491,EGUY,8255,200,Asphalt
239499,2491,EGUY,2500,59,Asphalt
239445,2492,EGVA,9994,200,Asphalt
239479,2493,EGVN,10007,184,Asphalt
239444,2494,EGVO,6030,141,Asphalt
307275,29205,EGVP,3596,147,Grass
307276,29205,EGVP,3874,147,Grass
239582,2495,EGWC,3890,150,Asphalt
307816,29206,EGWE,3146,150,Grass
307817,29206,EGWE,2500,75,Grass
307818,29206,EGWE,3169,150,Grass
307819,29206,EGWE,2624,150,Grass
307814,29207,EGWN,3077,148,Grass
307815,29207,EGWN,2786,148,Grass
239583,2496,EGWU,5545,151,Asphalt
239446,2497,EGXC,9003,200,Concrete
239513,2498,EGXD,4469,151,Asphalt
239514,2498,EGXD,6096,151,Asphalt
239546,2499,EGXE,7520,150,Asphalt
239449,2500,EGXG,6158,151,Asphalt
239450,2500,EGXG,5466,151,Asphalt
239379,2501,EGXH,9012,200,Asphalt
239475,2502,EGXJ,9004,197,Asphalt
239447,2503,EGXP,8990,200,Asphalt
239596,2504,EGXT,9052,200,Asphalt
239403,2505,EGXU,6020,150,Asphalt
239404,2505,EGXU,4394,150,Asphalt
239504,2506,EGXW,9000,200,Asphalt
239605,2507,EGXY,5994,150,Asphalt
239606,2507,EGXY,4239,150,Asphalt
239607,2507,EGXY,4419,150,Asphalt
239461,2508,EGXZ,5948,148,Asphalt
239462,2508,EGXZ,4088,148,Asphalt
252285,29210,EGYC,7500,1,Asphalt
239575,2509,EGYD,4803,147,Asphalt
239576,2509,EGYD,6831,147,Asphalt
239476,2510,EGYE,5722,151,Asphalt
239477,2510,EGYE,4193,151,Asphalt
239478,2510,EGYE,2608,75,Asphalt
239433,2511,EGYM,6086,300,Concrete
239434,2511,EGYM,9140,200,Asphalt
235782,2512,EGYP,5003,75,Asphalt
235783,2512,EGYP,8497,150,Asphalt
260145,28120,EHAL,2625,82,Grass
237924,2513,EHAM,6627,148,Asphalt
237925,2513,EHAM,11283,148,Asphalt
237926,2513,EHAM,11329,148,Asphalt
237927,2513,EHAM,10826,148,Asphalt
237929,2513,EHAM,11155,148,Asphalt
237928,2513,EHAM,12467,198,Asphalt
237945,2514,EHBD,3934,75,Asphalt
237921,2515,EHBK,8202,148,Asphalt
237941,2518,EHEH,9843,148,Asphalt
237935,2519,EHGG,4922,148,Asphalt
237936,2519,EHGG,8202,148,Asphalt
237922,2520,EHGR,6549,98,Asphalt
237923,2520,EHGR,9118,148,Asphalt
260147,28121,EHHO,3543,99,Grass
263471,28122,EHHV,1969,164,Grass
263472,28122,EHHV,2165,164,Grass
263473,28122,EHHV,2297,164,Grass
237930,2521,EHKD,4183,98,Concrete
269335,2522,EHLE,4495,98,Grass
237938,2523,EHLW,8045,164,Asphalt
237939,2523,EHLW,6559,164,Asphalt
256695,28123,EHMZ,3281,99,Grass
237940,2524,EHRD,7218,148,Asphalt
237944,2525,EHSB,10089,148,Asphalt
269339,28125,EHST,984,99,Grass
263470,28126,EHTE,2297,98,Grass
263464,28127,EHTL,4100,700,Grass
263463,28127,EHTL,4000,500,Grass
263465,28127,EHTL,4100,700,Grass
263466,28127,EHTL,3600,560,Grass
263467,28127,EHTL,4500,910,Grass
263468,28127,EHTL,4500,910,Grass
237942,2526,EHTW,9801,148,Asphalt
269337,28128,EHTX,3658,131,Grass
269338,28128,EHTX,2067,131,Grass
237933,2527,EHVB,8006,148,Asphalt
237934,2527,EHVB,4920,148,Asphalt
237932,2528,EHVK,9922,148,Asphalt
237931,2528,EHVK,9931,74,Asphalt
237937,2529,EHWO,7996,148,Asphalt
247002,29215,EIBR,1870,59,Grass
247001,29215,EIBR,300,1,Unkown
253056,29216,EIBT,1476,59,Grass
247712,27309,EICA,1968,59,Unkown
235645,2530,EICK,6998,148,Asphalt
248459,29218,EICL,2526,59,Grass
235646,2531,EICM,4003,98,Asphalt
255233,29219,EICN,1375,29,Unkown
235635,2533,EIDW,4393,200,Asphalt
235636,2533,EIDW,6798,200,Asphalt
313594,43999,EIER,1968,59,Grass
312097,312096,EIFR,1466,50,Asphalt
312098,312096,EIFR,65,65,Asphalt
257423,29220,EIHN,375,18,Unkown
313607,43996,EIIH,1312,65,Grass
253798,29221,EIIM,520,18,Unkown
247713,29222,EIIR,1706,59,Unkown
313602,29223,EIKH,1988,32,Grass
246296,29223,EIKH,1804,59,Grass
313599,29224,EIKK,3051,75,Grass
235637,2534,EIKN,7546,148,Asphalt
235632,2535,EIKY,4035,98,Asphalt
235633,2535,EIKY,6562,148,Asphalt
235629,2536,EIME,4800,150,Asphalt
235630,2536,EIME,6001,150,Asphalt
255972,29227,EIMY,1165,19,Grass
249980,29228,EINC,2263,59,Grass
235639,2537,EINN,10495,148,Asphalt
235641,2537,EINN,543,148,Asphalt
253057,29229,EIRT,1476,59,Unkown
235647,2538,EISG,3517,98,Asphalt
254523,29231,EITM,1837,39,Unkown
313604,43998,EITT,2132,59,Grass
235631,2539,EIWF,4701,98,Asphalt
301392,29234,EKAT,2133,66,Grass
235466,2541,EKBI,10172,148,Asphalt
235449,2542,EKCH,11811,148,Asphalt
235448,2542,EKCH,10827,148,Asphalt
318158,317784,EKCR,3280,490,Grass
235469,2543,EKEB,8527,148,Asphalt
301374,29235,EKEL,2133,82,Grass
235462,2544,EKGH,3346,59,Asphalt
271019,29916,EKGR,2296,98,Grass
323383,318902,EKHL,39,39,Concrete
253072,31002,EKHO,3935,90,Asphalt
235477,2545,EKHV,3675,76,Asphalt
235456,2546,EKKA,9816,75,Asphalt
235478,2547,EKLS,3045,75,Asphalt
235470,2548,EKMB,3937,98,Asphalt
301373,30041,EKMN,1640,59,Grass
235451,2549,EKOD,6053,148,Asphalt
235474,2550,EKPB,3524,98,Asphalt
235458,2551,EKRK,4921,105,Asphalt
235459,2551,EKRK,5709,105,Asphalt
235463,2552,EKRN,6568,148,Asphalt
235479,2553,EKSB,5895,98,Asphalt
235473,2554,EKSN,3934,98,Asphalt
300930,29247,EKSS,2280,98,Grass
235468,2556,EKSV,3933,98,Asphalt
235445,2557,EKTS,5249,148,Asphalt
235446,2558,EKVD,3203,75,Asphalt
235788,2559,EKVG,5902,98,Asphalt
235475,2560,EKVH,3976,75,Asphalt
235467,2561,EKVJ,4757,98,Asphalt
235460,2562,EKYT,8363,74,Asphalt
309827,31003,ELUS,2625,98,Grass
263409,29646,ENAE,1968,33,Asphalt
237982,2564,ENAL,7592,148,Asphalt
237977,2565,ENAN,5486,148,Asphalt
237978,2565,ENAN,8097,148,Asphalt
252298,31004,ENAS,3040,132,Asphalt
237973,2566,ENAT,7165,147,Asphalt
237957,2567,ENBM,3281,98,Asphalt
237972,2568,ENBN,3937,98,Asphalt
237964,2569,ENBO,11136,148,Concrete
237980,2570,ENBR,9810,148,Asphalt
237983,2571,ENBS,3281,98,Asphalt
260148,29255,ENBV,3372,98,Asphalt
237947,2572,ENCN,6660,148,Asphalt
237974,2573,ENDI,3379,148,Asphalt
270963,29827,ENDO,2427,82,Grass
237975,2574,ENDU,8015,148,Asphalt
270964,29257,ENEG,2618,65,Asphalt
333628,324008,ENEN,1969,72,Grass
237963,2575,ENEV,9236,148,Asphalt
263419,29258,ENFA,2624,59,Asphalt
237950,2576,ENFG,6722,148,Asphalt
237987,2577,ENFL,3934,98,Asphalt
263405,28474,ENFY,2624,72,Asphalt
270959,29927,ENGK,3674,98,Asphalt
237959,2578,ENGM,11811,148,Asphalt
237958,2578,ENGM,9678,148,Asphalt
270997,29872,ENGN,3281,66,Gravel
260150,29260,ENHA,3097,98,Asphalt
237954,2579,ENHD,6957,148,Asphalt
260151,28115,ENHF,3061,98,Unkown
237985,2580,ENHK,3179,98,Asphalt
270966,29850,ENHN,2906,32,Asphalt
270960,29955,ENHS,2066,98,Grass
263408,29939,ENHT,2346,66,Concrete
301116,301115,ENJA,4921,98,Gravel
263438,29988,ENJB,2624,59,Asphalt
263404,29262,ENKA,3937,131,Gravel
237960,2581,ENKB,6037,148,Asphalt
237956,2582,ENKJ,5321,98,Asphalt
263407,30032,ENKL,3281,98,Grass
237952,2583,ENKR,6939,148,Asphalt
237953,2584,ENLI,9809,148,Concrete
260153,29264,ENLK,2881,98,Asphalt
263406,30092,ENLU,2296,82,Grass
260154,29265,ENMH,2887,98,Asphalt
237962,2585,ENML,6922,148,Asphalt
237986,2586,ENMS,3015,98,Asphalt
237961,2587,ENNA,9147,148,Asphalt
260157,29266,ENNK,2982,98,Asphalt
260156,29267,ENNM,2749,98,Unkown
237979,2588,ENNO,5745,148,Asphalt
237965,2589,ENOL,8904,148,Asphalt
237946,2590,ENOP,3071,60,Asphalt
260158,28114,ENOV,3510,98,Asphalt
323384,319146,ENPY,100,100,Gravel
260155,29277,ENRA,2759,98,Asphalt
263430,29880,ENRI,2624,59,Asphalt
270962,30317,ENRK,3543,59,Asphalt
260159,29278,ENRM,2887,98,Unkown
237981,2591,ENRO,5643,131,Asphalt
260160,29279,ENRS,2887,98,Unkown
270965,30330,ENRV,2001,66,Gravel
237967,2592,ENRY,8012,148,Asphalt
238973,2593,ENSB,7608,148,Asphalt
260161,29280,ENSD,3182,98,Asphalt
260162,28116,ENSG,3150,98,Unkown
260164,29281,ENSH,3104,98,Unkown
270961,44897,ENSI,1722,78,Grass
260163,29282,ENSK,3015,98,Unkown
237969,2594,ENSN,4596,105,Asphalt
237955,2595,ENSO,3937,98,Asphalt
237984,2596,ENSR,3015,98,Asphalt
237951,2597,ENSS,3707,98,Asphalt
237968,2598,ENST,3563,98,Asphalt
263425,30448,ENSU,2034,98,Grass
237966,2599,ENTC,7848,148,Asphalt
237976,2600,ENTO,9675,148,Asphalt
263410,30493,ENTS,2428,98,Gravel
270996,30502,ENTY,3084,98,Grass
270968,30225,ENUL,1903,82,Grass
237948,2601,ENVA,9052,148,Asphalt
237949,2601,ENVA,1771,118,Asphalt
254524,2601,ENVA,1117,118,Asphalt
260165,29284,ENVD,3271,98,Asphalt
263411,30520,ENVE,2624,66,Asphalt
263403,35127,ENVR,194,112,Asphalt
237970,2602,ENZV,8035,148,Asphalt
237971,2602,ENZV,9369,197,Asphalt
267445,17179,EOD,4451,109,Concrete
249997,31010,EPAR,3914,115,Asphalt
330325,29702,EPBA,1476,328,Grass
330234,29702,EPBA,1673,328,Grass
238268,2603,EPBC,4265,295,Concrete
238253,2604,EPBY,8202,196,Concrete
238265,2605,EPCE,8214,170,Asphalt
238247,2606,EPCH,6562,197,Concrete
238260,2607,EPDE,8202,197,Asphalt
238278,2608,EPGD,9186,147,Asphalt
238291,2609,EPKK,8366,196,Concrete
238272,2610,EPKM,3640,98,Concrete
238273,2611,EPKN,3937,197,Concrete
301507,30272,EPKP,2297,328,Grass
301508,30272,EPKP,3281,328,Grass
260210,30272,EPKP,3445,328,Grass
238267,2612,EPKS,8202,196,Concrete
238275,2613,EPKT,10499,147,Concrete
342659,44738,EPKW,2300,75,Asphalt
238262,2614,EPLE,5249,131,Concrete
238270,2615,EPLK,8200,190,Concrete
238277,2616,EPLL,8202,147,Asphalt
260404,2616,EPLL,2296,574,Grass
238290,2617,EPLU,3281,98,Asphalt
238254,2618,EPMB,8202,197,Concrete
238255,2619,EPMI,8216,160,Concrete
238282,2620,EPML,8187,148,Concrete
238283,2620,EPML,2165,82,Concrete
238256,2621,EPMM,8245,140,Concrete
238269,2622,EPMO,8202,147,Asphalt
307725,30142,EPMR,2950,200,Grass
307726,30142,EPMR,2950,200,Grass
238263,2623,EPOK,1890,100,Asphalt
238264,2623,EPOK,8190,195,Concrete
311163,30284,EPPK,2296,984,Grass
311161,30284,EPPK,2460,328,Grass
311162,2625,EPPO,2296,984,Grass
238287,2625,EPPO,8215,164,Asphalt
238257,2626,EPPR,6445,197,Concrete
316308,28149,EPPT,3117,59,Concrete
238252,2627,EPPW,8940,98,Concrete
238251,2627,EPPW,11565,197,Concrete
238258,2628,EPRA,6544,203,Asphalt
334807,30360,EPRJ,2953,98,Concrete
238286,2629,EPRZ,10498,147,Concrete
238276,2630,EPSC,8202,197,Asphalt
238261,2632,EPSK,7218,197,Concrete
238248,2633,EPSN,8200,190,Concrete
238271,2634,EPSO,8200,190,Asphalt
309491,30451,EPSW,8268,148,Asphalt
238250,2635,EPSY,8202,147,Concrete
249996,31016,EPTM,6573,205,Asphalt
260406,2636,EPTO,3900,187,Concrete
238280,2636,EPTO,4163,187,Concrete
238288,2637,EPWA,9186,164,Concrete
238289,2637,EPWA,12106,196,Concrete
238284,2638,EPWR,8212,147,Concrete
238274,2639,EPZG,8202,197,Concrete
264028,45168,ES-0001,3937,78,Asphalt
321370,315470,ES-0021,1658,59,Asphalt
328706,320471,ES-0065,1640,66,Asphalt
328705,320734,ES-0094,1640,66,Gravel
337037,337036,ES-0276,6372,75,Asphalt
239037,2643,ESCF,7265,115,Asphalt
239038,2643,ESCF,6135,121,Asphalt
239043,2644,ESCK,7384,125,Asphalt
239057,2645,ESCM,6250,131,Asphalt
239058,2645,ESCM,6594,131,Asphalt
239001,2646,ESDF,7648,148,Asphalt
300897,29311,ESFA,2723,131,Grass
239033,2647,ESFR,6517,110,Asphalt
270973,29320,ESGA,2493,98,Grass
271001,29323,ESGE,2625,60,Asphalt
270975,29324,ESGF,2296,98,Grass
239020,2648,ESGG,10823,148,Asphalt
239031,2649,ESGJ,7228,148,Asphalt
238991,2650,ESGK,4318,98,Asphalt
239041,2651,ESGL,6529,148,Asphalt
239047,2652,ESGP,3560,148,Asphalt
239048,2652,ESGP,2858,98,Asphalt
239042,2653,ESGR,5696,98,Asphalt
270970,29328,ESGS,2972,115,Grass
239012,2654,ESGT,5610,98,Asphalt
270972,29329,ESGU,2148,98,Grass
270974,29330,ESGV,1837,164,Grass
239053,2655,ESIA,7472,131,Asphalt
239054,2656,ESIB,7428,131,Asphalt
239055,2656,ESIB,6342,131,Asphalt
239067,2657,ESKB,3248,131,Asphalt
239022,2658,ESKK,4919,98,Asphalt
239039,2659,ESKM,5951,148,Asphalt
239045,2660,ESKN,9442,148,Asphalt
239046,2660,ESKN,6690,131,Asphalt
270982,29337,ESKO,2296,131,Grass
270981,29340,ESKU,2526,328,Grass
239021,2661,ESKV,3773,98,Asphalt
239064,2662,ESMA,4265,98,Asphalt
300932,29342,ESMB,2051,164,Grass
300934,29343,ESMC,3281,98,Grass
271042,29344,ESME,1969,98,Grass
271041,29344,ESME,2621,66,Asphalt
300936,29345,ESMF,1739,98,Grass
239060,2663,ESMG,3780,98,Asphalt
270977,29346,ESMH,1673,164,Grass
270976,29346,ESMH,2624,164,Grass
271043,29347,ESMI,2625,164,Grass
300896,29348,ESMJ,2625,115,Grass
239006,2664,ESMK,7267,148,Asphalt
239069,2665,ESML,3871,98,Asphalt
239063,2666,ESMO,4921,98,Asphalt
239056,2667,ESMP,3281,98,Asphalt
238994,2668,ESMQ,2179,131,Asphalt
238995,2668,ESMQ,6726,148,Asphalt
239007,2669,ESMS,2615,75,Asphalt
239008,2669,ESMS,9186,148,Asphalt
239040,2670,ESMT,7419,131,Asphalt
300901,29350,ESMU,1982,98,Grass
239051,2671,ESMV,6726,131,Asphalt
238978,2672,ESMX,6900,148,Asphalt
300952,29352,ESMY,2625,49,Asphalt
300937,29353,ESMZ,1969,75,Asphalt
239066,2673,ESNA,3281,131,Asphalt
239050,2674,ESNC,3281,115,Asphalt
238999,2675,ESND,5579,98,Asphalt
239016,2676,ESNG,5623,148,Asphalt
238992,2677,ESNH,4331,98,Asphalt
239052,2678,ESNJ,6562,82,Asphalt
239035,2679,ESNK,6565,148,Asphalt
239062,2680,ESNL,6564,98,Asphalt
239024,2681,ESNM,3282,59,Asphalt
239000,2682,ESNN,6857,148,Asphalt
238996,2683,ESNO,6607,148,Asphalt
238977,2684,ESNP,3281,82,Asphalt
239065,2685,ESNQ,8209,148,Asphalt
239027,2686,ESNR,3281,98,Asphalt
239059,2687,ESNS,8268,148,Asphalt
239044,2688,ESNT,6562,82,Asphalt
239010,2689,ESNU,7551,148,Asphalt
239049,2690,ESNV,4928,98,Asphalt
238985,2691,ESNX,8201,148,Asphalt
238979,2692,ESNY,2625,56,Asphalt
238980,2692,ESNY,8281,131,Asphalt
247004,29358,ESNZ,8202,148,Asphalt
247005,29358,ESNZ,4034,54,Asphalt
239036,2693,ESOE,10728,148,Asphalt
238987,2694,ESOH,4951,98,Asphalt
238975,2695,ESOK,8255,148,Asphalt
239068,2696,ESOW,8468,164,Asphalt
239061,2697,ESPA,10990,148,Asphalt
239011,2699,ESPE,7316,115,Asphalt
238997,2700,ESQO,6562,131,Asphalt
239018,2701,ESSA,10830,148,Asphalt
239017,2701,ESSA,8201,148,Asphalt
239019,2701,ESSA,8202,148,Asphalt
239009,2702,ESSB,5472,148,Asphalt
238998,2703,ESSD,7579,148,Asphalt
337345,29364,ESSE,2133,213,Grass
337344,29364,ESSE,2625,164,Grass
239034,2704,ESSF,6383,131,Concrete
270979,29367,ESSI,1968,82,Grass
270978,29367,ESSI,2624,82,Grass
238986,2705,ESSK,6562,148,Asphalt
238981,2706,ESSL,6989,131,Asphalt
238982,2707,ESSP,7228,148,Asphalt
239026,2708,ESST,5219,95,Asphalt
238989,2710,ESSV,6562,148,Asphalt
239029,2711,ESTA,613,131,Asphalt
239030,2711,ESTA,6381,131,Asphalt
270971,29869,ESTF,2624,98,Grass
239003,2712,ESTL,6596,131,Asphalt
239002,2712,ESTL,7449,131,Asphalt
239005,2712,ESTL,2588,82,Asphalt
239004,2712,ESTL,2590,82,Asphalt
300927,30525,ESTT,2395,98,Grass
238993,2713,ESUD,7490,131,Asphalt
239013,2714,ESUK,3017,131,Asphalt
239014,2714,ESUK,3014,131,Asphalt
239015,2714,ESUK,3949,131,Asphalt
238974,2715,ESUP,4659,98,Asphalt
238988,2716,ESUT,5254,98,Asphalt
298367,29392,ESVS,2750,65,Asphalt
236292,2717,ETAD,10007,148,Asphalt
236180,2718,ETAR,10498,148,Asphalt
